,longitude,latitude,name,park_type,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
3689,-81.525,36.871,Hungry Mother State Park,SP,all year,nan,nan,2217.0,WES DP 35ft DW SH RS PA,VA,2.5,N,Marion
3690,-81.491,36.723,Hurricane,NF,nan,nan,30,2838.0,NH DW SH NR,VA,5.7,SW,Sugar Grove
3699,-78.477,38.436,Lewis Mountain - Shenandoah National Park,NP,nan,nan,31,3396.0,NH DW SH NR,VA,9.8,N,Stanardsville
3702,-78.669,38.246,Loft Mountain - Shenandoah National Park,NP,mid may-late oct,nan,nan,3346.0,NH DP DW SH RS PA,VA,12.3,N,Crozet
3706,-78.294,38.751,Mathews Arm - Shenandoah National Park,NP,mid jun-late oct,nan,165,3041.0,NH RS PA,VA,5.2,E,Rileyville
3707,-79.922,38.013,Mcclintic Point,NF,all year,nan,57,1601.0,NH ND NS RS L$,VA,7.5,W,Warm Springs
3708,-79.97,37.934,Morris Hill,NF,early may-late oct,nan,55,2080.0,NH DP DW SH RS PA,VA,8.8,SW,Hot Springs
3710,-82.735,36.702,Natural Tunnel State Park,SP,all year,nan,nan,1684.0,E DP DW SH RS PA,VA,3.5,E,Duffield
3714,-79.207,38.339,North River,NF,all year,nan,20,1818.0,NH ND NS NR L$,VA,15.0,NW,Staunton
3719,-79.265,37.748,Oronoco,NF,nan,dispersed - few facilities - maybe walk in only,nan,1654.0,NH ND VT NW NS NR N$,VA,0.9,NW,Oronoco
3721,-79.602,37.442,Peaks of Otter - Blue Ridge Parkway,NP,mid may-late oct,nan,nan,2577.0,NH DP RS PA,VA,8.6,NW,Bedford
3724,-82.453,37.195,Pound River - John W. Flannagan Reservoir,COE,nan,nan,nan,1554.0,E DP DW SH NR L$,VA,3.1,N,Clintwood
3726,-81.426,36.746,Raccoon Branch,NF,mid apr-late dec,free wifi,20,2834.0,E DP RS PA,VA,2.2,S,Sugar Grove
3727,-81.07,36.836,Raven Cliff,NF,nan,nan,20,2165.0,NH ND NS NR L$,VA,1.9,NE,Cripple Creek
3730,-80.345,36.833,Rocky Knob - Blue Ridge Parkway,NP,nan,nan,nan,3052.0,NH 30ft NR,VA,5.6,S,Floyd
3732,-81.285,36.865,Rural Retreat Lake,CP,nan,nan,72,2547.0,E DP DW SH,VA,12.5,SW,Wytheville
3737,-79.01,37.92,Sherando Lake - Family Campground,NF,early apr-late oct,nan,67,1906.0,E DP DW SH RS PA,VA,8.4,SW,Lyndhurst
3741,-81.181,37.01,Stony Fork,NF,early apr-late nov,nan,74,2386.0,E DP 45ft DW SH NR PA,VA,6.8,NW,Wytheville
3742,-82.111,36.646,Sugar Hollow City Park,CP,nan,nan,nan,1833.0,E DP 35ft DW SH,VA,5.6,NE,Bristol
3744,-80.077,37.605,The Pines,NF,nan,nan,18,1860.0,NH ND NS NR N$,VA,7.5,N,New Castle
3745,-79.211,38.366,Todd Lake,NF,nan,nan,116,2005.0,NH DP DW SH NR,VA,8.4,NE,West Augusta
3747,-80.886,37.198,Walnut Flats,NF,nan,nan,10,2441.0,NH ND NS NR N$,VA,3.6,E,Holly Brook
3749,-80.492,37.43,White Rocks,NF,nan,nan,69,2986.0,NH DP NS NR L$,VA,7.8,NW,Simmonsville
3751,-72.632,44.052,Allis State Park,SP,nan,nan,26,1965.0,NH DP DW NS NR,VT,8.9,N,Randolph
3758,-72.699,43.551,Calvin Coolidge State Park,SP,mid may-mid oct,nan,60,1683.0,NH DP SH RS,VT,1.6,NE,Plymouth
3760,-72.911,43.825,Chittenden Brook,NF,nan,Not recommended for RVs,17,1854.0,NH NR,VT,6.1,SW,Rochester
3763,-72.54,44.536,Elmore State Park,SP,early jun-mid oct,nan,nan,1663.0,NH DP SH RS,VT,0.8,W,Lake Elmore
3766,-72.81,43.674,Gifford Woods State Park,SP,mid may-mid oct,nan,48,1614.0,NH DP SH RS,VT,1.5,W,Killington
3768,-72.821,43.351,Greendale,NF,nan,nan,11,1736.0,NH NR,VT,4.0,NW,Weston
3769,-72.952,43.046,Grout Pond,NF,all year,nan,nan,2281.0,NH ND VT DW NS NR L$,VT,2.1,W,Stratton
3771,-72.892,43.253,Hapgood Pond,NF,mid may-late aug,nan,28,1572.0,NH DW SH RS,VT,11.0,NE,Manchester
3775,-72.813,42.851,Molly Stark State Park,SP,mid may-mid oct,nan,35,1959.0,NH DP SH RS,VT,3.2,E,Wilmington
3776,-73.027,43.919,Moosalamoo,NF,nan,nan,19,1572.0,NH ND NS NR L$,VT,3.8,S,Ripton
3777,-72.406,43.438,Mt. Ascutney State Park,SP,mid may-mid oct,nan,nan,1614.0,NH DP 30ft SH RS,VT,3.1,S,Windsor
3779,-72.289,44.32,New Discovery State Park,SP,early jun-late aug,nan,47,1755.0,NH SH RS,VT,3.9,SE,Marshfield
3783,-73.019,42.899,Red Mill Brook,NF,nan,nan,31,2188.0,NH NR,VT,9.1,E,Bennington
3786,-72.788,44.559,Smugglers Notch State Park,SP,mid may-mid oct,nan,34,1972.0,NH DP DW SH RS,VT,7.2,NW,Stowe
3790,-72.839,44.53,Underhill State Park,SP,early jun-mid oct,Steep road - Walk in - Tent only,nan,1937.0,NH ND FT NS RS,VT,3.4,NE,Underhill Center
3793,-73.039,42.89,Woodford State Park,SP,ealry jun-late sep,nan,100,2375.0,NH DP SH RS,VT,8.0,E,Bennington
3795,-80.065,39.04,Audra State Park,SP,mid apr-mid oct,nan,nan,1718.0,NH DP SH NR,WV,7.0,W,Belington
3796,-80.949,38.005,Babcock State Park,SP,mid apr-mid oct,nan,nan,2361.0,E DP DW SH RS,WV,5.7,NW,Danese
3798,-80.908,38.218,Battle Run,COE,early jun-late sep,nan,nan,1706.0,E DP DW SH RS,WV,5.3,SW,Summerville
3799,-79.679,38.93,Bear Heaven,NF,nan,nan,8,3602.0,NH ND NS NR L$,WV,9.0,E,Elkins
3800,-80.094,38.101,Beaver Creek - Watoga State Park,SP,early apr-late dec,nan,nan,2545.0,E DW SH RS,WV,23.8,NE,White Sulphur Springs
3801,-81.197,37.785,Beckley Exhibition Coal Mine Campground,CP,nan,nan,nan,2328.0,E DW SH,WV,0.7,NW,Beckley
3806,-80.524,38.296,Big Rock,NF,nan,nan,5,2157.0,NH ND NS NR L$,WV,4.9,N,Richwood
3807,-79.853,38.27,Bird Run,NF,nan,nan,10,2702.0,NR,WV,6.4,S,Dunmore
3808,-80.49,38.338,Bishop Knob,NF,nan,nan,61,3091.0,NH ND NS NR L$,WV,6.2,SE,Cowen
3809,-79.495,39.112,Blackwater Falls State Park,SP,early may-late oct,nan,nan,3106.0,E DP DW SH RS,WV,2.0,SW,Davis
3810,-80.269,37.92,Blue Bend,NF,all year,nan,21,1917.0,NH DW SH NR L$,WV,8.7,N,White Sulphur Springs
3811,-81.129,37.516,Blue Jay - Camp Creek State Park,SP,mid apr-mid oct,tent only,13,2126.0,NH PT DW RS,WV,1.1,W,Camp Creek
3812,-80.25,37.925,Blue Meadow,NF,nan,group campground - if not reserved by group individuals may use sites,17,1975.0,NH FT DW NR NP,WV,9.2,N,White Sulphur Springs
3813,-80.936,37.618,Bluestone State Park,SP,mid apr-mid oct,nan,nan,1733.0,E DP DW SH RS,WV,9.1,SE,White Oak
3814,-79.2,38.595,Brandywine,NF,nan,nan,30,1906.0,NH DP DW SH NR,WV,3.2,SE,Brandywine
3818,-79.108,38.747,Camp Run,NF,all year,high clearance vehicle,10,1650.0,NH ND NS NR N$,WV,4.7,S,Milam
3819,-79.462,39.027,Canaan Valley Resort State Park,SP,all year,for res. call park,nan,3230.0,E DP DW SH RS,WV,7.0,S,Davis
3820,-80.846,37.495,Cedar Branch - Bluestone WMA,SFW,mid apr-mid oct,Fish/Wildlife sites may have few facilitiies,45,1614.0,NH NR L$,WV,12.8,NE,Oakvale
3822,-79.77,39.678,Chestnut Ridge Regional Park,CP,nan,nan,nan,2263.0,nan,WV,7.0,W,Bruceton Mills
3826,-79.794,39.642,Coopers Rock State Forest,SF,nan,nan,nan,2151.0,E 40ft DW SH RS,WV,8.2,W,Bruceton Mills
3827,-80.442,38.325,Cranberry,NF,nan,nan,30,2513.0,NH ND NS NR L$,WV,4.3,SE,Dyer
3828,-80.215,38.288,Day Run,NF,nan,nan,12,3103.0,NH ND NS NR L$,WV,7.9,NW,Marlinton
3833,-80.354,37.753,Greenbrier State Forest,SF,nan,nan,nan,1808.0,E DW SH RS,WV,2.9,SE,Caldwell
3835,-80.194,38.312,Handley WMA,SFW,nan,has tables,13,3085.0,NH VT NR,WV,8.2,NW,Marlinton
3837,-80.366,38.667,Holly River State Park,SP,mid apr-mid oct,nan,nan,1716.0,E DP DW SH RS,WV,1.4,NE,Hacker Valley
3838,-79.602,39.18,Horseshoe,NF,early jun-late aug,nan,27,1699.0,E ND NS RS,WV,7.2,NE,Parsons
3840,-79.705,38.579,Island,NF,nan,nan,6,2984.0,NH ND NS NR N$,WV,5.0,NE,Bartow
3842,-80.808,37.513,Keatley - Bluestone WMA,SFW,mid apr-mid oct,Fish/Wildlife sites may have few facilitiies,15,1551.0,NH NR L$,WV,4.0,S,Forest Hill
3844,-80.072,38.655,Kumbrabow State Forest,SF,nan,nan,nan,3002.0,NH DW SH RS L$,WV,7.8,N,Valley Head
3845,-81.272,37.788,Lake Stephens Campground,CP,nan,nan,nan,2100.0,E DP DW SH,WV,4.6,W,Beckley
3846,-79.692,38.74,Laurel Fork,NF,nan,nan,14,3110.0,NH ND NS NR L$,WV,4.3,S,Glady
3848,-81.134,37.505,Mash Fork - Camp Creek State Park,SP,mid apr-mid oct,nan,26,2032.0,WE 40ft DW SH RS,WV,1.4,W,Camp Creek
3849,-80.005,38.012,Meadow Creek  - Lake Sherwood,NF,nan,nan,38,2687.0,NH DP DW SH NR,WV,13.1,E,Eastern
3850,-80.355,37.618,Moncove Lake State Park,SP,mid apr-late dec,nan,nan,2529.0,E DP DW SH NR,WV,4.8,NE,Gap Mills
3854,-81.876,37.424,Panther State Forest,SF,nan,nan,nan,1735.0,E NR,WV,4.3,S,Panther
3856,-80.007,38.009,Pine Run  - Lake Sherwood,NF,nan,nan,36,2686.0,NH ND DW SH NR,WV,12.8,E,Eastern
3857,-80.995,37.533,Pipestem Resort State Park,SP,all year,nan,nan,2733.0,E DP DW SH RS,WV,2.4,N,Lerona
3859,-81.208,37.947,Plum Orchard Lake WMA,SFW,all year,has tables,38,1791.0,NH VT DW NR L$,WV,2.3,W,Scarbro
3860,-79.968,38.102,Pocahontas,NF,nan,nan,9,2488.0,NH ND NS NR L$,WV,10.9,SE,Marlinton
3861,-79.316,39.032,Red Creek,NF,nan,nan,12,3884.0,NH ND NS NR L$,WV,10.4,SE,Davis
3863,-80.182,38.113,Riverside - Watoga State Park,SP,early apr-late dec,nan,nan,2038.0,E DW SH RS,WV,9.0,SW,Marlinton
3864,-79.128,39.446,Robert W. Craig - Jennings Randolph Lake,COE,early may-late sep,nan,82,1909.0,E DP FT DW SH RS,WV,4.5,N,Elk Garden
3865,-79.386,38.827,Seneca Shadows,NF,early apr-late oct,nan,90,1804.0,E DP DW SH RS PA,WV,0.8,SW,Seneca Rocks
3866,-79.922,38.307,Seneca State Forest,SF,nan,nan,nan,2676.0,NH DW SH NR L$,WV,4.3,SW,Dunmore
3867,-80.868,37.474,Shanklins Ferry - Bluestone WMA,SFW,mid apr-mid oct,Fish/Wildlife sites may have few facilitiies,80,1523.0,NH NR L$,WV,11.0,NE,Oakvale
3868,-78.664,39.205,Short Mountain WMA,SFW,nan,6 primitive campgrounds,74,2144.0,NH ND PT NW NS NR,WV,6.4,S,Augusta
3870,-79.588,38.707,Spruce Knob Lake,NF,mid apr-late sep,nan,41,4024.0,NH ND NS RS,WV,7.6,S,Whitmer
3874,-79.774,38.917,Stuart,NF,mid apr-late sep,nan,27,2262.0,E DW SH RS,WV,4.0,E,Elkins
3875,-80.445,38.249,Summit Lake,NF,nan,nan,33,3474.0,NH ND NS NR L$,WV,5.1,E,Richwood
3876,-80.231,38.342,Tea Creek,NF,nan,nan,28,2988.0,NH ND NS NR L$,WV,11.1,NW,Marlinton
3877,-79.872,39.104,Teter Creek WMA,SFW,nan,has tables,20,1846.0,NH ND VT DW NS NR,WV,2.2,SE,Meadowville
3879,-78.734,38.953,Trout Pond,NF,early may-late nov,nan,70,1992.0,E DP DW SH RS,WV,5.6,E,Lost City
3880,-81.428,37.622,Twin Falls Resort State Park,SP,mid apr-mid oct,nan,nan,2260.0,E DP DW SH RS,WV,3.7,NW,Mullens
3881,-79.994,39.308,Tygart Lake State Park,SP,mid apr-mid nov,nan,nan,1513.0,E DP 40ft DW SH RS,WV,2.7,SE,Grafton
3882,-80.975,37.846,War Ridge - New River National Scenic River,NP,nan,nan,8,2620.0,NH ND VT NW NS NR,WV,6.7,W,Meadow Bridge
3883,-80.012,38.007,West Shore - Lake Sherwood,NF,nan,3 campgrounds,155,2685.0,NH DW SH RS,WV,12.6,E,Eastern
3884,-78.689,38.925,Wolf Gap,NF,all year,nan,10,2242.0,NH DP NR N$,WV,11.5,SW,Wardensville
3887,-109.153,33.895,Alpine Divide,NF,mid may-mid sep,nan,12,8579.0,NH ND 24ft VT DW NS NR L$,AZ,3.3,N,Alpine
3888,-112.561,34.589,Alto Pit,NF,nan,Off highway vehicle camp,10,6097.0,NH ND VT NW NS NR,AZ,6.3,NW,Prescott
3889,-110.366,31.56,Apache Flats Military -  Fort Huachuca,MIL,nan,voted best - military only - do not use our lat/lon - contact them for directions and info,nan,4946.0,E DP FT DW SH RS,AZ,5.3,W,Sierra Vista
3890,-109.819,32.649,Arcadia,NF,nan,nan,19,6709.0,NH ND 22ft VT DW NS NR L$,AZ,14.4,SW,Safford
3891,-111.409,35.018,Ashurst Lake,NF,nan,nan,25,7152.0,NH ND 22ft VT DW NS NR N$,AZ,18.2,SE,Flagstaff
3892,-110.946,34.327,Aspen,NF,mid apr-mid nov,nan,148,7635.0,NH ND 32ft VT DW NS NR,AZ,22.6,E,Payson
3894,-111.204,33.714,Bachelors Cove,NF,all year,nan,100,2146.0,NH ND VT NW NS NR,AZ,5.2,NW,Roosevelt
3895,-111.639,33.84,Bartlett Flat,NF,nan,dispersed - primitive,nan,1854.0,NH ND VT NW NS NR,AZ,16.1,E,Carefree
3896,-109.307,31.781,Bathtub,NF,nan,nan,11,6132.0,NH NR,AZ,23.3,E,Elfrida
3897,-111.714,34.67,Beaver Creek,NF,nan,nan,13,3793.0,NH ND 22ft VT DW NS NR,AZ,10.8,NE,Camp Verde
3898,-109.449,34.044,Benny Creek,NF,mid may-mid sep,nan,24,8278.0,NH DP 24ft VT DW NS NR L$,AZ,10.1,SW,Eagar
3899,-111.226,33.746,Bermuda Flat,NF,nan,dispersed - primitive,nan,2130.0,NH ND 32ft PT NW NS NR,AZ,7.6,NW,Roosevelt
3900,-110.743,34.305,Black Canyon Rim,NF,mid may-mid nov,nan,21,7598.0,NH ND 16ft VT DW NS NR,AZ,4.0,SE,Forest Lakes
3901,-109.08,33.057,Black Jack,NF,nan,nan,10,6276.0,NH ND VT NW NS NR N$,AZ,12.5,E,Clifton
3902,-111.201,34.591,Blue Ridge,NF,mid may-mid sep,nan,10,6952.0,NH ND 32ft VT DW NS NR L$,AZ,41.4,SW,Winslow
3903,-110.876,31.727,Bog Springs,NF,nan,nan,13,5023.0,NH ND 22ft VT DW NS NR L$,AZ,11.2,SE,Green Valley
3904,-109.355,32.011,Bonita Canyon - Chiricahua National Monument,NP,nan,nan,22,5361.0,NH ND 29ft FT DW NS NR,AZ,32.5,SE,Willcox
3906,-111.556,35.372,Bonito - Sunset Crater National Monument,NP,mid may-mid oct,nan,44,6959.0,NH ND 35ft FT DW NS NR,AZ,12.7,N,Flagstaff
3907,-111.75,34.969,Bootlegger,NF,nan,nan,10,5217.0,VT NW NR,AZ,6.9,N,Sedona
3910,-111.66,33.74,Box Bar,NF,nan,nan,20,1526.0,NH ND VT NS NR,AZ,22.9,NE,Scottsdale
3911,-109.413,33.876,Brookchar,NF,mid may-mid nov,nan,13,9012.0,NH DP FT DW SH RS PA,AZ,17.7,SW,Eagar
3914,-109.355,33.768,Buffalo Crossing,NF,mid may-mid oct,nan,16,7575.0,NH ND 20ft VT DW NS NR L$,AZ,13.4,SW,Alpine
3915,-111.203,33.626,Burnt Corral,NF,nan,nan,13,1949.0,NH ND 22ft VT DW NS NR L$,AZ,4.9,SW,Roosevelt
3916,-113.45,34.538,Burro Creek,BLM,all year,nan,22,1932.0,NH DP 45ft FT DW NS NR L$,AZ,14.8,SE,Wikieup
3917,-109.37,31.758,Camp Rucker,nan,nan,Group,nan,5577.0,NH,AZ,30.4,N,Douglas
3919,-111.599,35.125,Canyon Vista,NF,mid may-mid oct,nan,11,6837.0,NH ND 22ft VT DW NS NR,AZ,5.8,SE,Flagstaff
3920,-110.938,32.416,Catalina State Park,SP,all year,nan,120,2644.0,E DP 35ft FT DW SH RS,AZ,13.4,N,Tucson
3922,-112.015,33.824,Cave Creek Rec Area,CP,nan,nan,38,1929.0,E DP NR,AZ,3.8,W,Cave Creek
3924,-111.865,33.971,CCC,NF,nan,all sites walk in,10,3379.0,NH ND 16ft VT DW NS NR N$,AZ,10.7,N,Carefree
3925,-113.561,33.789,Centennial Park,CP,nan,nan,nan,1834.0,NH DP FT DW SH,AZ,2.5,SW,Wenden
3926,-110.841,34.509,Chevelon Canyon Lake,NF,mid mar-mid dec,nan,10,6975.0,NH ND VT NW NS NR N$,AZ,15.1,W,Heber
3927,-110.788,34.591,Chevelon Crossing,NF,all year,nan,6,6158.0,NH ND 25ft VT NW NS NR N$,AZ,15.6,NW,Heber
3929,-111.203,33.732,Cholla,NF,nan,nan,206,2195.0,NH ND 32ft DW SH NR L$,AZ,5.9,NW,Roosevelt
3930,-111.205,33.719,Cholla Bay,NF,nan,nan,20,2185.0,NH ND 35ft FT DW NS NR,AZ,5.4,NW,Roosevelt
3931,-111.035,34.308,Christopher Creek,NF,early apr-late oct,nan,43,5715.0,NH ND 45ft VT DW NS RS,AZ,17.4,E,Payson
3932,-111.765,34.515,Clear Creek,NF,nan,nan,18,3238.0,NH ND 32ft VT NW NS NR,AZ,6.1,SE,Camp Verde
3933,-111.315,34.555,Clints Well,NF,all year,nan,7,6896.0,NH VT NW NR N$,AZ,14.1,S,Happy Jack
3934,-109.06,33.103,Coal Creek,NF,all year,nan,5,5748.0,NH ND 16ft PT NW NS NR N$,AZ,14.2,E,Clifton
3935,-109.967,31.922,Cochise Stronghold,NF,nan,nan,10,4944.0,NH ND 22ft VT NW NS NR L$,AZ,8.0,W,Sunsites
3939,-109.539,36.148,Cottonwood - Canyon de Chelly National Monument,NM,all year,nan,104,5531.0,NH DP 35ft FT DW NR L$,AZ,0.9,SE,Chinle
3940,-111.253,33.577,Crabtree Wash,NF,nan,nan,30,1939.0,NR,AZ,20.4,NE,Apache Junction
3941,-110.942,34.318,Crook,NF,mid may-mid oct,nan,26,7638.0,NH DP 32ft VT DW NS NR,AZ,8.2,W,Forest Lakes
3943,-109.891,32.68,Cunningham,NF,mid apr-mid nov,nan,10,8953.0,NH ND 22ft VT NW NS NR L$,AZ,15.1,SW,Safford
3944,-109.418,33.872,Cutthroat,NF,mid may-mid nov,nan,18,9104.0,NH DP VT DW SH RS PA,AZ,18.0,SW,Eagar
3945,-109.313,31.774,Cypress Park,NF,mid mar-mid oct,nan,7,6076.0,NH ND 16ft VT NW NS NR L$,AZ,32.7,NE,Douglas
3946,-111.485,34.956,Dairy Springs,NF,early may-late sep,nan,30,7201.0,NH ND 35ft VT DW NS RS PA,AZ,3.5,N,Mormon Lake
3947,-112.83,32.35,Darby Wells Rd Dispersed,BLM,nan,dispersed - no facil,nan,1732.0,NH ND NT NW NS NR N$,AZ,2.3,SE,Ajo
3949,-111.222,33.594,Davis Wash,NF,nan,nan,30,2008.0,NR,AZ,22.5,NE,Apache Junction
3950,-112.135,36.412,De Motte,NF,nan,nan,25,8835.0,NH ND 22ft VT DW NS NR,AZ,21.4,S,Jacob Lake
3951,-112.019,34.754,Dead Horse Ranch State Park,SP,all year,nan,127,3337.0,E DP 65ft FT DW SH RS L$,AZ,1.2,NW,Cottonwood
3952,-109.32,33.804,Deer Creek,NF,mid may-mid sep,nan,6,7812.0,NH ND VT DW NS NR L$,AZ,10.6,W,Alpine
3955,-111.823,36.039,Desert View - Grand Canyon National Park,NP,nan,nan,75,7470.0,NH ND 30ft FT DW NS NR,AZ,17.8,E,Grand Canyon
3956,-109.3,33.819,Diamond Rock,NF,mid may-mid sep,nan,12,7969.0,NH ND 10ft VT DW NS NR L$,AZ,9.2,W,Alpine
3957,-112.126,35.213,Dogtown Lake,NF,mid may-mid sep,nan,54,7087.0,NH DP 35ft PT DW NS NR N$,AZ,4.4,SE,Williams
3958,-111.493,34.943,Double Springs,NF,mid may-mid oct,nan,15,7192.0,NH ND 35ft VT DW NS NR,AZ,19.7,SE,Flagstaff
3959,-109.539,33.821,Drift Fence Lake,RES,nan,nan,20,8990.0,NH ND VT DW NS,AZ,13.8,S,Greer
3961,-110.938,33.824,Falls,NF,mid may-mid oct,nan,5,6900.0,NH ND 16ft VT NW NS NR N$,AZ,19.3,S,Young
3962,-111.29,34.343,First Crossing,NF,nan,nan,7,4852.0,NH ND NS NR,AZ,8.0,N,Payson
3963,-111.352,34.303,Flowing Springs,NF,all year,nan,40,4583.0,NH ND NS NR N$,AZ,5.2,N,Payson
3964,-110.073,34.266,Fool Hollow State Rec Area,SRA,all year,nan,123,6306.0,WE DP 45ft DW SH RS,AZ,2.6,W,Show Low
3965,-111.398,35.023,Forked Pine,NF,nan,nan,25,7123.0,NH ND 16ft VT DW NS NR,AZ,18.4,SE,Flagstaff
3966,-111.693,35.142,Fort Tuthill County Park,CP,nan,take Amex,nan,6995.0,WES ND NS,AZ,5.1,SW,Flagstaff
3967,-111.693,35.139,Fort Tuthill Military - Luke AFB,MIL,nan,military only - do not use our lat/lon - contact them for directions and info,nan,7001.0,E ND FT DW NS RS L$,AZ,5.3,SW,Flagstaff
3969,-110.342,32.833,Fourmile Canyon,BLM,nan,nan,10,3488.0,30ft FT DW NR,AZ,0.6,W,Klondyke
3970,-109.487,33.929,Gabaldon,NF,nan,nan,nan,9462.0,NH ND 16ft VT NW NS NR,AZ,16.8,SW,Eager
3971,-110.329,31.529,Garden Canyon  Military - Fort Huachuca,MIL,nan,military only - do not use our lat/lon - contact them for directions and info,nan,4881.0,E FT DW RS,AZ,3.3,W,Sierra Vista
3972,-110.685,32.378,General Hitchcock,NF,nan,nan,11,6007.0,NH ND VT NW NS NR,AZ,17.8,NE,Tucson
3973,-110.712,34.302,Gentry,NF,nan,nan,6,7733.0,NH ND VT NW NS NR L$,AZ,35.3,E,Payson
3975,-110.787,33.394,Gila County RV Park,CP,nan,nan,15,3506.0,WES DP NS,AZ,0.0,SW,Globe
3976,-111.143,32.219,Gilbert Ray,CP,nan,nan,130,2612.0,E DP 45ft FT DW NS,AZ,12.7,W,Tucson
3977,-109.382,33.187,Granville,NF,mid apr-mid nov,nan,12,6752.0,NH ND 16ft VT DW NS NR N$,AZ,9.9,N,Morenci
3978,-111.045,33.641,Grapevine Bay,NF,nan,nan,40,2297.0,NH ND DW SH NR,AZ,22.7,NW,Globe
3979,-109.413,33.873,Grayling,NF,mid may-mid nov,nan,23,9111.0,NH DP 22ft FT DW SH RS PA,AZ,17.9,SW,Eagar
3980,-112.751,32.238,Gunsite Wash Dispersed,BLM,nan,dispersed - no facil,nan,1795.0,NH ND NT NW NS NR,AZ,2.2,S,Why
3981,-110.964,34.218,Haigler Canyon,NF,nan,few facilities,14,4139.0,NH ND 20ft VT NW NS NR,AZ,8.1,N,Young
3982,-109.329,33.636,Hannagan,NF,mid may-mid sep,nan,8,9163.0,NH ND 16ft VT DW NS NR N$,AZ,18.1,SW,Alpine
3983,-109.758,33.991,Hawley Lake,RES,nan,nan,100,8202.0,NH ND VT DW NS,AZ,8.1,SE,McNary
3984,-112.285,34.17,Hazlett Hollow,NF,mid may-mid sep,nan,15,5988.0,NH ND VT DW NS NR,AZ,3.9,SE,Crown King
3985,-109.234,31.873,Herb Martyr,NF,nan,Tent Only,7,5833.0,NH ND VT NW NS NR N$,AZ,6.1,SW,Portal
3986,-112.381,34.511,Hilltop,NF,mid apr-mid oct,nan,38,5656.0,NH ND 40ft VT DW NS NR,AZ,5.4,E,Prescott
3987,-110.63,35.024,Homolovi Ruins State Park,SP,all year,nan,53,4921.0,E DP 80ft FT DW SH RS L$,AZ,3.8,E,Winslow
3988,-109.481,33.475,Honeymoon,NF,mid may-mid sep,nan,4,5433.0,NH ND 16ft VT DW NS NR N$,AZ,31.2,N,Clifton
3989,-109.344,33.788,Horse Springs,NF,mid may-mid oct,nan,27,7661.0,NH ND 32ft VT DW NS NR L$,AZ,12.3,W,Alpine
3990,-111.717,33.977,Horseshoe,NF,nan,nan,12,1900.0,NH ND 16ft VT NW NS NR L$,AZ,15.7,NE,Carefree
3991,-109.683,34.028,Horseshoe Cienega,RES,nan,nan,70,8258.0,NH DP VT DW NS,AZ,10.4,E,McNary
3992,-109.874,32.666,Hospital Flat,NF,mid apr-mid nov,nan,10,9026.0,NH ND VT NW NS NR,AZ,15.1,SW,Safford
3993,-109.396,32.55,Hot Well Dunes,BLM,nan,nan,10,3642.0,NH ND 35ft VT NW NS NR,AZ,26.7,SE,Safford
3994,-111.32,34.271,Houston Mesa,NF,early dec-late nov,nan,30,5043.0,NH DP 30ft FT DW SH RS,AZ,2.8,N,Payson
3995,-113.879,35.097,Hualapai Mountain Park,CP,nan,nan,70,6348.0,E DP 35ft FT DW,AZ,11.7,SE,Kingman
3996,-110.803,33.324,Ice House CCC,NF,nan,nan,7,4583.0,16ft VT NW NR,AZ,5.0,S,Globe
3997,-109.161,31.898,Idlewilde,NF,mid apr-mid nov,nan,9,4964.0,NH ND 16ft VT DW NS NR L$,AZ,7.7,SW,Rodeo  NM
3999,-112.497,34.479,Indian Creek,NF,nan,nan,27,5791.0,NH 32ft DW NR,AZ,4.6,S,Prescott
4000,-111.239,33.767,Indian Point,NF,nan,nan,54,2185.0,NH ND 16ft NW NS NR L$,AZ,9.1,NW,Roosevelt
4001,-112.214,36.716,Jacob Lake,NF,mid may-mid oct,drive to North Rim,51,7933.0,NH ND 35ft VT DW NS RS,AZ,0.2,NE,Jacob Lake
4002,-109.222,31.878,John Hands,NF,nan,nan,5,5630.0,VT NW NR,AZ,11.5,SW,Rodeo NM
4003,-110.643,33.591,Jones Water,NF,nan,nan,12,4242.0,NH ND 16ft VT NW NS NR N$,AZ,15.9,NE,Globe
4004,-112.157,35.281,Kaibab Lake,NF,mid may-mid sep,nan,63,6857.0,NH DP 35ft PT DW NS NR,AZ,2.9,NE,Williams
4005,-110.347,31.817,Kartchner Caverns State Park,SP,all year,nan,62,4682.0,E DP 60ft FT DW SH RS,AZ,10.9,S,Benson
4007,-110.204,35.813,Keams Canyon Community Park,CP,nan,nan,nan,6149.0,nan,AZ,0.5,W,Keams Canyon
4008,-111.317,34.436,Kehl Springs,NF,all year,nan,8,7500.0,NH ND 22ft VT NW NS NR N$,AZ,8.2,S,Clints Well
4009,-112.277,34.175,Kentuck Springs,NF,nan,nan,15,6040.0,NH ND VT NW NS NR,AZ,4.1,SE,Crown King
4010,-111.312,34.897,Kinnikinick,NF,nan,nan,13,7067.0,NH ND 22ft VT NW NS NR,AZ,28.0,SE,Flagstaff
4011,-111.093,34.427,Knoll Lake,NF,mid may-mid oct,nan,33,7513.0,NH ND 32ft VT DW NS NR,AZ,14.1,SE,Blue Ridge
4012,-109.355,33.576,KP Cienega,NF,mid may-mid sep,nan,5,9000.0,NH ND 18ft VT DW NS NR N$,AZ,22.4,SW,Alpine
